CountryName,CountryCode,Date,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,M1_Wildcard,M1_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,LegacyStringencyIndex,LegacyStringencyIndexForDisplay
Madagascar,MDG,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Mexico,MEX,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Mali,MLI,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Myanmar,MMR,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Mongolia,MNG,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,2,1,"Daily news breiefings in govenment owned newspaper, from first case have a daily 11 a.m. press conference is still broadcast daily across local channels to update locals on any new developments that might develop each day. People are additionally handing out pamphlets in the street providing tips on how to stay healthy. http://web.archive.org/web/20200404103344/https://www.forbes.com/sites/breannawilson/2020/03/16/mongolia-announces-3-new-covid-19-cases-totaling-4-how-they-got-coronavirus-precautions-right/",0,,0,,0,,0,,,,,,11.11,11.11,14.29,14.29
Mozambique,MOZ,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Mauritania,MRT,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Mauritius,MUS,20200101,0,,,0,,,0,,,0,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Malawi,MWI,20200101,0,,https://en.unesco.org/covid19/educationresponse,0,,,0,,,,,,0,,,,,,0,,I traveled to Malawi on Feb 17-23 and they didn't have any measures in place (in terms of screening that is). Just a form they asked one to fill out indicating whether they had the virus (not even where they had travelled from) and some chlorinated water to wash hands on arrival. I didn't find any official policy online so I shall indicate no data until the point where travel was banned/limited,0,No measures on international travel controls announced ,0,,,0,,0,"No measure implemented yet, but the gov has announced this: ""The government’s response plan includes US$20 million (0.25 percent of GDP) in spending on health care and targeted social assistance programs. The details of the plan are still being refined.""(https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#S)",0,,0,,,0,testing is happening but it is adhoc and happening on request of patients. This has not changed but was definitely the case by the state of disaster was declared,0,,0,,0,,,,,,0,0,0,0
Malaysia,MYS,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Namibia,NAM,20200101,0,,No State of Emeregncy directive to close schools until March 17,0,,No measures to close businesses,0,,No State of Emergency directive until March 17,0,,,0,,,0,,,0,,No targeted lockdown until March 27.,0,No mention of controls until March,0,,,0,,0,"For date measures are put in place, see: https://web.archive.org/save/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#N",0,,0,,No mention of any public campaign during this time,0,,0,,0,,0,,,,,,0,0,0,0
Niger,NER,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Nigeria,NGA,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Nicaragua,NIC,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Netherlands,NLD,20200101,0,,,0,,,0,,,0,,,0,,https://www.government.nl/topics/coronavirus-covid-19/tackling-new-coronavirus-in-the-netherlands,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Norway,NOR,20200101,0,,,0,,,0,,,0,,,0,,,0,,"It has not however imposed requirements for people to stay indoors, but asked those who can to work from home and avoid leisure travel.  https://web.archive.org/web/20200425114350/https://www.reuters.com/article/us-health-coronavirus-norway-cabins/government-bans-norwegians-from-traveling-to-cabins-amid-coronavirus-idUSKBN21631B",0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
New Zealand,NZL,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,0,,0,,,,Haven't found any information so far about testing for these dates :(,0,,0,,0,,,,0,0,0,0,0,0
Oman,OMN,20200101,0,,,0,,,0,,,0,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,,,,,0,0,0,0,0,0
Pakistan,PAK,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Panama,PAN,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Peru,PER,20200101,0,,Schools were on Summer vacation. Only private schools started early in March. State of Sanitary Emergency was declared on March 11 and Schools were only to be closed from March 12,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Philippines,PHL,20200101,0,,,0,,,0,,,,,,0,1,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,3.17,3.17,0,0
Papua New Guinea,PNG,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,No cases publicly reported until approximately 23 March 2020.,0,No contact tracing as no confirmed cases publicly reported until approximately 23 March 2020. Note first confirmed case in PNG reportedly arrived on 13 March 2020. This article from 23/3/20: https://web.archive.org/web/20200402183222/https://www.theguardian.com/world/2020/mar/23/papua-new-guinea-declares-state-of-emergency-after-first-coronavirus-case,0,,0,,,,,,0,0,0,0
Poland,POL,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,"Haven't been able to find any evidence of systematic contact tracing efforts; obviously individuals are reaching out on their own initative to those they may have been in contact with. The government has rolled out an app which uses phone location data in an effort to help enforce home quarantine, but no contact tracing apps yet    https://www.reuters.com/article/us-health-coronavirus-europe-tech-poland/in-europe-tech-battle-against-coronavirus-clashes-with-privacy-culture-idUSKBN21D1CC",0,,0,,,,,,0,0,0,0
Puerto Rico,PRI,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,"While a stimulus check of up to $1,200 was announced on March 17, according to the “The mayor of San Juan, Puerto Rico, has alleged that none of the island’s eligible residents have received their expected stimulus payments from the federal government.” The statement from the Mayor is dated April 30: Here’s the links:  https://web.archive.org/save/https://www.miamiherald.com/news/coronavirus/article241437906.html  https://web.archive.org/save/https://time.com/5827679/puerto-rico-stimulus-checks-mayor-coronavirus/  https://web.archive.org/save/https://www.aroundosceola.com/puerto-rico-governor-urges-us-include-island-economic-stimulus-package-combat-covid-19  https://web.archive.org/save/https://www.salon.com/2020/04/30/no-one-in-puerto-rico-has-received-stimulus-checks-says-san-juan-mayor/  ",0,"The first reliefs were offered form March 16 onwards:  “Payment plans moratorium. Taxpayers economically affected by COVID-19 and the closure order will not be required to follow the terms of a payment plan between the period March 16, 2020, and April 30, 2020. The PRTD will not be imposing interest and penalties for non-compliance with the payment plans. If there is a notice for interest and penalties, the taxpayer may submit a request to eliminate such charges.”  http://web.archive.org/web/20200501022500/https://home.kpmg/xx/en/home/insights/2020/04/puerto-rico-tax-developments-in-response-to-covid-19.html  ",0,,0,No support to other countries reported,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Portugal,PRT,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,No cases of COVID-19 in the country yet,0,No cases of COVID-19 in the country yet,0,,0,,,,,,0,0,0,0
Paraguay,PRY,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Palestine,PSE,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Qatar,QAT,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Romania,ROU,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Russia,RUS,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Rwanda,RWA,20200101,0,,,0,,,0,,"Rwanda lockdown and ban on public gatherings, in response to Coronavirus, came into effect on 21 March 2020.   https://www.rbc.gov.rw/fileadmin/user_upload/guide/announcement%20on%20enhanced%20COVID-19%20prevention%20measures.pdf",0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,"Rwanda confirmed its first case of coronavirus, an Indian citizen who arrived in the East African nation from Mumbai on March 8, according to the Health Ministry.     https://web.archive.org/web/20200430194341/https://uk.reuters.com/article/us-health-coronavirus-rwanda/rwanda-confirms-first-case-of-coronavirus-health-ministry-idUKKBN2110G0",0,,0,There is no specific data available on investment in vaccines in Rwanda. This would require further investigation and possibly communication with the Rwandan government to ascertain whether this has in fact occurred. ,,,,,0,0,0,0
Saudi Arabia,SAU,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Sudan,SDN,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,No data available ,,,0,,,0,No measures ,,No data available ,0,,0,No data available ,,,,,0,0,0,0
Singapore,SGP,20200101,0,,No measures for schools until 3rd April ,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Sierra Leone,SLE,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,"""Fiscal: The government is developing a package of measures. No measures have been announced or adopted yet [March 24th 2020]"" (https://web.archive.org/web/20200403162319/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#S)",,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
El Salvador,SLV,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,The first income support measures were implemented since April 1. Here's the links:  http://web.archive.org/web/20200429213135/https://www.presidencia.gob.sv/presidente-nayib-bukele-confirma-la-entrega-del-subsidio-de-300-a-750000-familias/  http://web.archive.org/save/https://recursos.elsalvador.com/documentos/2020/04/ABANSA.pdf  ,0,The first benefits were granted from March 19 onwards.  Here’s the links:   https://web.archive.org/save/https://www.larepublica.net/noticia/salvadorenos-no-pagaran-servicios-publicos-por-tres-meses-nayib-bukele  http://web.archive.org/web/20200429202626/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19  ,0,,0,No support to other countries reported,0,,,0,,0,,0,,0,,,,,,0,0,0,0
San Marino,SMR,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,,,,,0,,,,0,0,0,0,0,0
Serbia,SRB,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
South Sudan,SSD,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,Link: https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#S,,,0,,,0,No testing capacity ,0,,0,No data available ,0,No data available ,,,,,0,0,0,0
Slovak Republic,SVK,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,1,,2,,0,,0,,,,,,0,0,0,0
Slovenia,SVN,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,No data available,0,,,,,,0,0,0,0
Sweden,SWE,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,No data available ,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Eswatini,SWZ,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,0,,,0,,0,,0,,,,,,,,0,0,0,0
Seychelles,SYC,20200101,0,,,0,,,0,,,,,,0,1,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,3.17,3.17,0,0
Syria,SYR,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Chad,TCD,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,0,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Thailand,THA,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,"Can't seem to find any info, but needs to be confirmed",0,,,,0,0,0,0,0,0
Trinidad and Tobago,TTO,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Tunisia,TUN,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Turkey,TUR,20200101,0,,,0,,,0,,,,,,1,0,,,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,,,3.97,3.97,4.76,4.76
Tanzania,TZA,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,Cannot find any official information on a testing policy in place. ,0,,0,,0,,,,,,0,0,0,0
Uganda,UGA,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Ukraine,UKR,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Uruguay,URY,20200101,0,,,0,,,0,,,,,,0,,"Up to April 10th, the government had set no measures regarding public transport other than recommending the use of masks.  https://www.elpais.com.uy/informacion/politica/tapaboca-herramienta-gobierno-exhorta.html",,,,0,,,0,,0,,Uruguay has an unemployment insurance prior to COVID-19. Yet there was no income support specifically related to COVID -19,0,,0,,0,,0,,,0,,0,,,,0,,,,,,0,0,0,0
United States,USA,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,"Coded as 0 because unemployment insurance programs pre-existed COVID-19 response. Coding at later dates reflect additional income support programs layered on top of ordinary unemployment insurance.    Unemployment insurance in the U.S. is state-specific, but overseen by the U.S. Dept. of Labor. On average, unemployment insurance replaces ~50% of lost wages for a finite period of time. Secondary source, archived: https://web.archive.org/web/20200430034950/https://www.cbpp.org/research/economy/policy-basics-unemployment-insurance",0,"No national policies. Debt/contract relief may have been implemented at state level during this timeframe, but case-specific and not captured in this coding scheme.",0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Uzbekistan,UZB,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Venezuela,VEN,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Vietnam,VNM,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
South Africa,ZAF,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,No measures ,0,,,,,,0,0,0,0
Zambia,ZMB,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,No word on investment in vaccines so far.,,,,,0,0,0,0
Zimbabwe,ZWE,20200101,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Taiwan,TWN,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Kosovo,RKS,20200101,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Aruba,ABW,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Afghanistan,AFG,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Angola,AGO,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Albania,ALB,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Andorra,AND,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
United Arab Emirates,ARE,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Argentina,ARG,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Australia,AUS,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Austria,AUT,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,1,,,,0,,0,,,,0,0,0,0,0,0
Azerbaijan,AZE,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Burundi,BDI,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Belgium,BEL,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Burkina Faso,BFA,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Bangladesh,BGD,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Bulgaria,BGR,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Bahrain,BHR,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Belize,BLZ,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Bermuda,BMU,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Bolivia,BOL,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,0,0
Brazil,BRA,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Barbados,BRB,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Brunei,BRN,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Botswana,BWA,20200102,0,,"President Masisi announced school closures on 19/3/2020 to begin the next day, the 20/3/2020. https://www.facebook.com/BotswanaGovernment/posts/2832225860193387",0,,,0,,,,,,0,,,,,,0,,,1,,0,,,0,,0,,0,,1,1,,0,,0,,0,,0,,,,,,9.92,9.92,12.38,12.38
Canada,CAN,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,1,,0,,0,,,,0,0,0,0,0,0
Switzerland,CHE,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Chile,CHL,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,,,,,,,0,0,0,0
China,CHN,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,1,,1,,0,,0,,,,27,0,0,0,0,0
Cameroon,CMR,20200102,0,,,0,,,0,,,,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Democratic Republic of Congo,COD,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Colombia,COL,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Cape Verde,CPV,20200102,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Cuba,CUB,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Cyprus,CYP,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Czech Republic,CZE,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Germany,DEU,20200102,0,,,0,,,0,,,0,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Djibouti,DJI,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Dominica,DMA,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,,,0,,,,,,0,0,0,0
Denmark,DNK,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Dominican Republic,DOM,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Algeria,DZA,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Ecuador,ECU,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Egypt,EGY,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,2,,0,,0,,,,0,0,0,0,0,0
Spain,ESP,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Estonia,EST,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Ethiopia,ETH,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Finland,FIN,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
France,FRA,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Gabon,GAB,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
United Kingdom,GBR,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Ghana,GHA,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,0,,,0,,0,,0,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Gambia,GMB,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Greece,GRC,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,0,0,0,0,0,0
Greenland,GRL,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Guatemala,GTM,20200102,0,,,0,,,0,,,0,,,0,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Guam,GUM,20200102,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,0,0,0,0
Guyana,GUY,20200102,0,,,0,,,0,,,,,,0,,,,,,0,,,0,,,,,,,,,,,0,,,0,,0,,,,0,,,,,,0,0,0,0
